SMILES: O=C(O)C(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=Cc1ccccc1, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C#CCO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=COCC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: COC(C)(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OP(O)O, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC=C(C)C=O, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CN(C)C=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NCC(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C#CCO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NCC(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)(C)OO, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC=O, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC=O, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)CC=O, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)(C)OC=O, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: N#CCCN, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCC(C)C, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CN(C)C=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: O=C(O)C(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C1COCO1, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C#N, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NCCCN, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NCCN, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(=O)C=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(C)CC=O, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NCCCN, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CCC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NCCNCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C#CCO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NC(=O)NC=O, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C#CCO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: ClCCCl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=COC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NCCN, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCC#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC(N)=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCC#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)C=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCc1cnc[nH]1, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CN(C)C, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCCl, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: NCC(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(C)C=O, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CN(C)C=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CCC=C, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NCCCN, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)S, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCC#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(Cl)Cl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CCO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: ClC=CCCl, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CCl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)S, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C#N, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC=CCC#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCN, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC=CC=O, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: NCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NCCNCCN, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: O=C(O)CC(O)(CC(=O)O)C(=O)O, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C#N, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CNC, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: ClCCCl, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCC#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: O=P(O)(O)O, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC=C(C)C#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: COS(C)(=O)=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC(=O)OC, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: O=C(O)C(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(C)C, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCCC#N, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(C)O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCCl, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCC#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: O=c1[nH]cc[nH]1, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)C, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: O=C(O)C(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)(C)OO, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC=CC#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: ClCCCl, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)S, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CCO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC(C)(C)C#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CN(C)C=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=CC(C)C, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NCC(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CN(C)C=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CC#N, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC=C(C)C=O, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: O=C(O)C(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: NCCCN, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NCC(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(C)C#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)(C)S, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: COCCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CN(C)C=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)S, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: NCCCN, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCC(C)=O, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CN(C)C=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCC#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCCC#N, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: COC=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: C=O, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NNC(N)=O, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NNCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: COC(C)=O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCC=CC#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NCCCN, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: NC(=O)NC=O, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)S, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCC#N, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)C=O, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NCCCN, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(N)=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NCCCN, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)S, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C[Si](O)(O)O, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: C=CC=CC, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NCCN, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(C)S, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCl, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: C=CC(=O)OC, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: COC=O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(C)O, logP: 0.0, SAScore: 3.0, MolWeight: 3.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CC(=O)O, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: NCCN, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(C)S, logP: 2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCC=CC=O, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NCC(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: CO, logP: 0.0, SAScore: 2.0, MolWeight: 4.0
SMILES: OCCO, logP: -2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: CC(O)CO, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: CCCC, logP: 2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NCC(=O)O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NCCO, logP: -2.0, SAScore: 3.0, MolWeight: 4.0
SMILES: C=CC(=C)C, logP: 2.0, SAScore: 3.0, MolWeight: 3.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: COC=O, logP: 0.0, SAScore: 2.0, MolWeight: 3.0
SMILES: N#CCCN, logP: 0.0, SAScore: 3.0, MolWeight: 4.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: O=C(O)CO, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 3.0
SMILES: NC(N)=O, logP: -2.0, SAScore: 2.0, MolWeight: 4.0
