SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCS)O2, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C(C)(C)C)c1C, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: COc1cc([C@H](OC)[C@H](CO)Oc2c(OC)cc([C@@H]3CC(=O)c4c(O)cc(O)cc4O3)cc2OC)ccc1O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C\c1c(C)c(O)cc2c1[nH]c1c(O)ccc(C)c12)CCC(C)C, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(=O)c1c(C)oc2c(C)c3oc(=O)cc(C)c3cc12, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1ccc(/C=C/c2ccc(C(C)C)cc2)cc1O, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: COc1cc([C@H]2N[C@H](C(=O)O)Cc3c2[nH]c2ccccc32)ccc1O, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: CO[C@@H](c1cc(O)c(O)c(O)c1)[C@H](C)Cc1cc(O)c(O)c(O)c1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)c1c(Nc2ccccc2)cc2c(c1N)C[C@@H]1[C@](C)(CCC[C@@]1(C)C(=O)O)C2, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C(C)C)c1C, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CCCC(C)C(=O)/C=C/C(C)(C)O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)C1CCCN1C(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: COc1ccc(C(=O)/C=C/c2c(OC)cc(OC)c(C3=CCN(C)CC3)c2OC)cc1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C(=O)O)cc1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)cc(O)c1C(=O)O, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCNC(=O)CC[C@H](N)C(=O)O)O2, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: COc1ccc(CS(C)(=O)=O)cc1C(=O)NC(C(=O)N1CCc2ccccc2C1)C(C)C, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C)c(C2=NOC(Cn3cnc4c(N5CCCC5)ncnc43)C2)c(C)c1, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](NC1=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C1=O)C(C)C, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCOC(=O)C1=C(C)Nc2nc3c(c(N)c2C1c1cc(C)c(O)c(C)c1C)CCC3, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C(C)C)c1C, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C/CC/C(C)=C/CCC(C)C)Cc1cc(C)c(O)cc1C, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2ccccc2N)c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C\CC/C(C)=C/CCC1(C)CCc2cc(O)cc(C)c2O1)CO, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: COc1cc(C)c(Oc2cc(C)cc(O)c2O)c(O)c1C(=O)OC(C)C, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C)c(O)c(C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C)c1C, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2c(C)cc(O)cc2C)c(O)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1no[n+]([O-])c1C#N, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(Br)c1O)OC2(C)C, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)=C[C@@H](O)C(=O)C(C)CCC/C(C)=C/CC[C@]1(C)CCc2cc(O)cc(C)c2O1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C)c(S(=O)(=O)N2CCC[C@@H]2C(=O)N2CCN(c3ccnc4cc(Cl)ccc34)CC2)c(C)c1, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)N1CCN(CCO)CC1)O2, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)C(C)NP1(=S)Oc2ccccc2CN1c1ccc(C)c(OC)c1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: COc1cc(C)c(O[C@@H]2O[C@H](COC(=O)c3cc(O)c(O)c(O)c3)[C@@H](O)[C@H](O)[C@H]2O)c(C)c1O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)=CCC/C(C)=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)NCCc2cc(C)c(O)c(C)c2)c(C)c1C, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)C1(C)CCc2c(C)c(O)c(C)c(C)c2O1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCOC(=O)CN(C(C)C)S(=O)(=O)c1cc2c3c(c1)CCN3C(=O)CC2, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(=O)CC[C@H](CCCCCNC(C)=O)c1c(O)c(C)c2c(c1O)C(=O)c1c(O)cc(O)c(C)c1C2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCC1OC(=O)/C(=C\C=N/CCc2ccc(C)c(C)c2)C1=O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C(=O)O)cc1Cl, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCCCNCc1c(O)c(CC=C(C)C)c(O)c2c(=O)c3c(CC=C(C)C)c(OC)c(O)cc3oc12, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)C(CN1CCCCC1)C(C)(C)O2, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(C)C(C(=O)NC(C)(C)C)N(Cc1ccccc1)C(=O)c1ccccc1[Se][Se]c1ccccc1C(=O)N(Cc1ccccc1)C(C(=O)NC(C)(C)C)C(C)C, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)=CCc1c(O)c(CN2CCOCC2)c2oc3c(CN4CCOCC4)c(O)c(O)c(CC=C(C)C)c3c(=O)c2c1O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCC[C@H](O)C[C@@H]1Cc2cc(OC)c(OC)c(O)c2C(=O)O1, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCCN1CCc2c([nH]c3ccc(CC)cc23)C1c1cc(C)c(O)c(O)c1, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(C)(C)OC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)NCCCNC(=O)/C=C/c1ccc(O)c(O)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCOC(=O)C1C(=O)C=C(c2ccc(C)cc2)CC1c1cc(C)c(O)c(C)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)CCc2ccccc2)c(C)c1O, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](NC1=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C1=O)C(C)C, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2ccccc2[N+](=O)[O-])c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCC1CC(C)(C)N([O])C1(C)C)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC1=CCC[C@H]2[C@](C)(Cc3cc(C)c(O)c(C)c3O)[C@@H](C)CC[C@]12C, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCC1CC(C)(C)N([O])C1(C)C)O2, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NC1CC(C)(C)N([O])C(C)(C)C1)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C/CC/C(C)=C/CCC(C)C(=O)NCCCCCCCNC(=O)/C=C/c1ccc(O)c(C)c1O)C(=O)O, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCCN1CCc2cc3oc(=O)n(C)c3cc2C1c1ccc(C)c(O)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)C(C)c1ccc(-c2ccc(O)c(C(=O)/C=C/c3ccc(O)c(O)c3)c2)c(F)c1, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCC[C@@H](O)C(=O)CC[C@H]1OC(=O)C(Cc2ccc(O)c(O)c2)O[C@H]1c1ccc(O)c(O)c1, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2cccc(F)c2)c(C)c1O, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)C(C)c1ccc(-c2ccc(NCc3cc(C)c(O)c(C)c3O)cc2)c(F)c1, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CO[C@H](c1ccc(O)c(O)c1)[C@H](O)Cc1cc(O)c(O)c(O)c1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCC(C)Cc1cc(C[S+]([O-])/C=C/c2ccc(O)c(O)c2)cc(C(C)(C)C)c1O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(=O)NCCCCCCNC(=O)CC[C@H](N)C(=O)N[C@H](Cc1cnc[nH]1)C(N)=O, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCCS)O2, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)=CCC/C(C)=C/Cc1c(O)cc(O)c(C(=O)/C=C/c2ccc(O)cc2)c1O, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC[C@H](C)C(=O)Nc1c(O)c(C)c(O)c2c1Oc1c(C)c(O)c(C)c(C)c1C2, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CSC(=O)/C(=C/c1ccc(O)c(O)c1)C(C)=O)NC(C)(C)C, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C/CC/C(C)=C/CC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CO, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: COc1cc([C@@H]2c3cc4c(cc3C[C@H]3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC(=O)[C@@H](NC(=O)OC1CC(C)(C)N([O])C(C)(C)C1)C(C)C, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CSCc1ccccc1)NC(=O)CCCC[C@@H]1CCSS1, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](NC1=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C1=O)C(C)C, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)c1cc2c(c(O)c1O)[C@]1(C)CCCC(C)(C)[C@@H]1CC2, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCC(C)NC(=C\C(=O)/C=C/c1ccc(O)c(OC)c1)/C=C/c1ccc(O)c(OC)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CSCc1ccccc1)NC(=O)/C(=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)NC(C)=O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: C=CC(C)(C)c1[nH]c2c(CC=C(C)C)cccc2c1/C=C1\NC(=O)[C@H](C)NC1=O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COc1cc2c(cc1O)CCC(C)(CC(=O)NCCc1ccc(O)c(O)c1)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](N)CC(=O)NCCOc1ccc(C2=[N+]([O-])C(C)(C)C(C)(C)N2O)cc1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: C=CC(C)(CC/C=C(\C)CCCC(C)C(O)C(=O)C=C(C)C)Oc1ccc(O)cc1CC(=O)OC, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C)c(Oc2cc(C)cc(C)c2C)c(O)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCCC[Te]c1ccc(C(C)NCC(C)C)cc1, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1ccc(C(=O)Oc2c(C)cc(C(C)C)c(O)c2C)cc1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)=O)c(O)c(C)c1O, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)=CCc1cc(CCc2cc(O)c(CC=O)cc2O)ccc1O, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: C[C@@H](O)[C@H](NCCC(=O)N1c2ccccc2C=Cc2ccccc21)C(=O)O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@@]1(O)C[C@@H](OC(=O)/C=C/c2ccc(O)c(O)c2)[C@H](O)[C@H](OC(=O)/C=C/c2cc(OC)c(O)c(OC)c2)C1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CC/C=C(\C)Cc1cc(C)co1, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)C)c(O)c(C)c1O, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(C)=CC(O)C/C(C)=C/CC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCCCCCC(C)CC(C)CC(O)(CO)C(=O)O[C@@H]1CC[C@H](C)[C@@]2(C)C=C([C@H](C)CO)C(=O)C=C12, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: C[C@H](NC(=O)/C=C/c1ccc(O)c2oc(-c3ccc(O)c(O)c3)cc12)C(=O)O, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCC(C)C(C(=O)NCCC[Se]C#N)c1ccc(C(C)=O)cc1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C(=O)O)cc1Cl, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)NCC1CC(C)(C)N([O])C1(C)C)O2, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CCCCNCc1c(O)c(CC=C(C)C)c(O)c2c(=O)c3c(CC=C(C)C)c(OC)c(O)c(CN(C)C)c3oc12, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C(=O)O)cc1Cl, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc([C@H]2C[C@H]3CC[C@@H]2C3)n(O)c(=O)c1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)C)c(O)c(C)c1O, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)CCc2ccccc2)c(C)c1O, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)=CCC/C(C)=C/Cc1cc(O)ccc1O, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc([C@H]2C[C@H]3CC[C@@H]2C3)n(O)c(=O)c1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)=CCC/C(C)=C/Cc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)c(O)c1)O2, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)cc(O)c1C, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2cccc([N+](=O)[O-])c2)c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(C)c1O, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)O)O2, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)[C@@H](NC1=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C1=O)C(C)C, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: CCOC(=O)C1=C(C)NC(=S)NC1c1cc(C)c(O)c(C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: COc1cc(/C=C/C(=O)NCc2c3c4c(c(OC)c2OC)-c2cc(OC)c(OC)cc2CC4N(C)CC3)ccc1O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(C)=CC(=O)C/C(C)=C/CC/C(C)=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C)c(O)c1, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C)c2ccccc2c1OC(=O)CCC(=O)O, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C/CC/C(C)=C/CC/C(C)=C\C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CO, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: C=CC(C)(CC/C=C(\C)CCCC(C)C(O)C(=O)C=C(C)C)Oc1ccc(O)cc1CC(=O)OC, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1ccc(CCC(=O)Nc2ccc(C(C)C)cc2)cc1C, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(=O)c1c(O)c(C)c(O)c2c1oc1c(C)c(O)c(C(=O)C(C)C)c(O)c12, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: CC(C)=C[C@@H](O)[C@@H](O)/C(C)=C/CC/C(C)=C/CC[C@]1(C)CCc2cc(O)c(C)c(C)c2O1, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: COC(=O)[C@H](CS)NC(=O)/C=C/c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 2.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCC(C)Cc1cc(CO)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: COC(=O)CCC(=O)OCC1Oc2ccc([C@H]3Oc4cc(O)cc(O)c4C(=O)[C@@H]3O)cc2OC1c1ccc(O)c(OC)c1, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cccc(C(=O)Oc2c(C)cc(C)c(C)c2O)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: CC(=O)NCCc1cn(C2=C(C)C(=O)C(O)=C([C@H](C)CCC=C(C)C)C2=O)c2ccccc12, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: CC(C)N(C)C(=O)Oc1cccc(CCNC(=O)CSCCCCN=C=S)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: CCOC(=O)C(CS)NC(=O)C1CCCCN1C(=O)C(C)c1ccc(C(=O)c2ccccc2)c(OC)c1, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1no[n+]([O-])c1C(N)=O, logP: 2.0, SAScore: 4.0, MolWeight: N/A
SMILES: C/C(O)=C\Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: COc1cc(C2CC(=NOC(=O)c3cc(O)c(O)c(O)c3)CC(c3ccc(O)c(OC)c3)N2C)ccc1O, logP: 4.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2ccccc2N)c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
SMILES: C/C(=C/C(=O)C/C(C)=C/Cc1cc(O)cc(C)c1O)CCCC(C)C(=O)/C=C/C(C)(C)O, logP: 6.0, SAScore: 4.0, MolWeight: N/A
SMILES: Cc1cc(O)c(C(=O)O)cc1O, logP: 2.0, SAScore: 2.0, MolWeight: N/A
SMILES: COc1ccc(C(OC(=O)Nc2ccc([N+](=O)[O-])cc2)c2ccc(C)cc2)cc1, logP: 4.0, SAScore: 3.0, MolWeight: N/A
SMILES: COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)/C=C/c1cc(C)c(O)c(C)c1, logP: 6.0, SAScore: 3.0, MolWeight: N/A
SMILES: Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1, logP: 6.0, SAScore: 2.0, MolWeight: N/A
SMILES: Cc1cc(C)c(OC(=O)c2ccccc2[N+](=O)[O-])c(C)c1, logP: 4.0, SAScore: 2.0, MolWeight: N/A
